url,status,type,title,title_len,description,description_len,canonical,robots,noindex,nofollow,h1_count,h1,visible_h1,issues
https://mamapack.pl/blogs/przydatne-artykuly/pakujemy-torbe-do-szpitala-co-zabrac-ze-soba-dla-mamy,200,blog,Pakujemy torbę do szpitala: co zabrać ze sobą dla mamy? – mamapack,66,"Przygotowania do porodu to ważny etap, który wymaga uwagi do szczegółów. Jednym z istotnych aspektów jest odpowiednio spakowana torba do szpitala. Wszystkie niezbędne rzeczy najlepiej zebrać z wyprzedzeniem (3-4 tygodnie przed porodem), aby uniknąć paniki w krytycznym momencie. Lista niezbędnych rzeczy do szpitala j",317,https://mamapack.pl/blogs/przydatne-artykuly/pakujemy-torbe-do-szpitala-co-zabrac-ze-soba-dla-mamy,,False,False,1,Pakujemy torbę do szpitala: co zabrać ze sobą dla mamy?,Pakujemy torbę do szpitala: co zabrać ze sobą dla mamy?,long_description
https://mamapack.pl/blogs/przydatne-artykuly/pakujemy-torbe-do-szpitala-co-zabrac-ze-soba-dla-noworodka,200,blog,Pakujemy torbę do szpitala: co zabrać ze sobą dla noworodka? – mamapack,71,"Przygotowania do porodu to ważny etap, który wymaga uwagi do szczegółów. Jednym z istotnych aspektów jest odpowiednio spakowana torba do szpitala. Wszystkie niezbędne rzeczy najlepiej zebrać z wyprzedzeniem (3-4 tygodnie przed porodem), aby uniknąć paniki w krytycznym momencie. Lista niezbędnych rzeczy do szpitala jest",320,https://mamapack.pl/blogs/przydatne-artykuly/pakujemy-torbe-do-szpitala-co-zabrac-ze-soba-dla-noworodka,,False,False,1,Pakujemy torbę do szpitala: co zabrać ze sobą dla noworodka?,Pakujemy torbę do szpitala: co zabrać ze sobą dla noworodka?,"long_title,long_description"
https://mamapack.pl/blogs/przydatne-artykuly/pierwsza-kapiel-noworodka,200,blog,Pierwsza kąpiel dziecka – mamapack,34,"Pierwsza kąpiel noworodka to nie tylko ważny proces higieniczny, ale także wspaniała okazja do wzmocnienia więzi między rodzicami a ich dzieckiem. Przygotowanie i przeprowadzenie pierwszej kąpieli może wywołać wiele emocji, dlatego ważne jest, aby znać podstawowe zasady, które pomogą uczynić ten proces przyjemnym i",316,https://mamapack.pl/blogs/przydatne-artykuly/pierwsza-kapiel-noworodka,,False,False,1,Pierwsza kąpiel dziecka,Pierwsza kąpiel dziecka,long_description
https://mamapack.pl/blogs/przydatne-artykuly/smoczek-korzysci-czy-szkody-smoczek-przyjaciel-czy-wrog,200,blog,Smoczek: korzyści czy szkody? – mamapack,40,"Podawanie dziecku smoczka to temat, który budzi wiele kontrowersji. Niektórzy młodzi rodzice chętnie używają smoczka, aby uspokoić dziecko, inni z obawy przed rozwojem wad zgryzu i uzależnieniem rezygnują z jego używania. Spróbujmy zważyć wszystkie za i przeciw używania smoczka.    Aby dokładnie ocenić zalety i wady",317,https://mamapack.pl/blogs/przydatne-artykuly/smoczek-korzysci-czy-szkody-smoczek-przyjaciel-czy-wrog,,False,False,1,Smoczek: korzyści czy szkody?,Smoczek: korzyści czy szkody?,long_description
https://mamapack.pl/collections/akcesoria-dla-mam,200,collection,Akcesoria dla mamy do szpitala | MamaPack – mamapack,52,"Teczki na dokumenty, gumki do włosów i małe butelki podróżne dla mamy do szpitala i codziennej organizacji.",107,https://mamapack.pl/collections/akcesoria-dla-mam,,False,False,1,Kolekcja: Akcesoria dla mamy,Akcesoria dla mamy,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/akcesoria-do-paznokci-dla-niemowlat,200,collection,Akcesoria do paznokci dla niemowląt | MamaPack – mamapack,57,"Nożyczki, cążki i zestawy manicure dla niemowląt. Bezpieczne akcesoria do delikatnej pielęgnacji paznokci dziecka.",114,https://mamapack.pl/collections/akcesoria-do-paznokci-dla-niemowlat,,False,False,1,Kolekcja: Akcesoria do paznokci dla niemowląt,Akcesoria do paznokci dla niemowląt,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/biustonosze-do-karmienia,200,collection,Biustonosze do karmienia | MamaPack – mamapack,46,Biustonosze i topy do karmienia dla mamy. Wygodne podtrzymanie biustu i szybki dostęp podczas laktacji.,103,https://mamapack.pl/collections/biustonosze-do-karmienia,,False,False,1,Kolekcja: Biustonosze do karmienia,Biustonosze do karmienia,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/butelki-i-akcesoria-do-karmienia,200,collection,Butelki i akcesoria do karmienia | MamaPack – mamapack,54,"Butelki antykolkowe, smoczki do butelek i szczotki do czyszczenia. Wybierz akcesoria do karmienia niemowląt.",108,https://mamapack.pl/collections/butelki-i-akcesoria-do-karmienia,,False,False,1,Kolekcja: Butelki i akcesoria do karmienia,Butelki i akcesoria do karmienia,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/chusteczki-nawilzane-dla-niemowlat,200,collection,Chusteczki nawilżane dla niemowląt | MamaPack – mamapack,56,"Chusteczki wodne, pielęgnacyjne i bambusowe ręczniki dla niemowląt. Delikatne produkty do szybkiej higieny dziecka.",115,https://mamapack.pl/collections/chusteczki-nawilzane-dla-niemowlat,,False,False,1,Kolekcja: Chusteczki nawilżane dla niemowląt,Chusteczki nawilżane dla niemowląt,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/dla-dziecka,200,collection,Produkty dla dziecka i noworodka | MamaPack – mamapack,54,"Produkty dla dziecka: higiena, kąpiel, pielęgnacja, karmienie i akcesoria dla noworodka od pierwszych dni.",106,https://mamapack.pl/collections/dla-dziecka,,False,False,1,Kolekcja: Dla dziecka,Dla dziecka,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/dla-mamy,200,collection,Produkty dla mamy do szpitala i po porodzie | MamaPack – mamapack,65,"Produkty dla mamy: higiena poporodowa, laktacja, odzież, kosmetyki i akcesoria przydatne w szpitalu oraz w domu.",112,https://mamapack.pl/collections/dla-mamy,,False,False,1,Kolekcja: Dla mamy,Dla mamy,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/gotowe-torby-do-szpitala,200,collection,Gotowe torby do szpitala dla mamy i dziecka | MamaPack – mamapack,65,"Gotowe torby do szpitala dla mamy, noworodka lub mamy i dziecka. Wybierz wyprawkę podstawową, rozszerzoną albo premium.",119,https://mamapack.pl/collections/gotowe-torby-do-szpitala,,False,False,1,Kolekcja: Gotowe torby do szpitala,Gotowe torby do szpitala,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/higiena-intymna-po-porodzie,200,collection,Higiena intymna po porodzie | MamaPack – mamapack,49,"Płyny, chusteczki, butelki peri i kompresy do higieny intymnej po porodzie. Delikatna pielęgnacja w połogu.",107,https://mamapack.pl/collections/higiena-intymna-po-porodzie,,False,False,1,Kolekcja: Higiena intymna po porodzie,Higiena intymna po porodzie,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/karmienie-piersia-i-laktatory,200,collection,Karmienie piersią i laktatory | MamaPack – mamapack,51,"Laktatory, wkładki i osłonki laktacyjne, lanolina oraz biustonosze do karmienia dla mamy karmiącej.",99,https://mamapack.pl/collections/karmienie-piersia-i-laktatory,,False,False,1,Kolekcja: Karmienie piersią i laktatory,Karmienie piersią i laktatory,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/klapki-i-skarpetki-dla-mamy,200,collection,Klapki i skarpetki dla mamy do szpitala | MamaPack – mamapack,61,Gumowe klapki pod prysznic i wygodne skarpetki dla mamy. Praktyczne dodatki do torby do szpitala.,97,https://mamapack.pl/collections/klapki-i-skarpetki-dla-mamy,,False,False,1,Kolekcja: Klapki i skarpetki dla mamy,Klapki i skarpetki dla mamy,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/kosmetyki-dla-mamy,200,collection,Kosmetyki dla mamy | MamaPack – mamapack,40,"Kosmetyki dla mamy: szampony, odżywki, antyperspiranty, pomadki i kremy do pielęgnacji w czasie macierzyństwa.",110,https://mamapack.pl/collections/kosmetyki-dla-mamy,,False,False,1,Kolekcja: Kosmetyki dla mamy,Kosmetyki dla mamy,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/koszule-do-karmienia,200,collection,Koszule do karmienia i porodu | MamaPack – mamapack,51,"Wygodne koszule do karmienia i porodu Doctor Nap. Luźne fasony, miękkie materiały i praktyczny dostęp do piersi.",112,https://mamapack.pl/collections/koszule-do-karmienia,,False,False,1,Kolekcja: Koszule do karmienia,Koszule do karmienia,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/koszule-i-szlafroki-do-karmienia,200,collection,Koszule i szlafroki do karmienia | MamaPack – mamapack,54,"Koszule do karmienia i szlafroki dla mamy do szpitala, połogu oraz pierwszych tygodni karmienia piersią.",104,https://mamapack.pl/collections/koszule-i-szlafroki-do-karmienia,,False,False,1,Kolekcja: Koszule i szlafroki do karmienia,Koszule i szlafroki do karmienia,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/kremy-i-pudry-pod-pieluche,200,collection,Kremy i pudry pod pieluchę | MamaPack – mamapack,48,"Kremy, maści i pudry pod pieluchę dla niemowląt. Ochrona skóry przed wilgocią, otarciami i odparzeniami.",104,https://mamapack.pl/collections/kremy-i-pudry-pod-pieluche,,False,False,1,Kolekcja: Kremy i pudry pod pieluchę,Kremy i pudry pod pieluchę,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/kremy-mleczka-olejki-dla-dzieci,200,collection,"Kremy, mleczka i olejki dla dzieci | MamaPack – mamapack",56,"Kremy, balsamy, mleczka i oliwki dla niemowląt. Delikatna ochrona i nawilżanie skóry dziecka od pierwszych dni.",111,https://mamapack.pl/collections/kremy-mleczka-olejki-dla-dzieci,,False,False,1,"Kolekcja: Kremy, mleczka i olejki dla dzieci","Kremy, mleczka i olejki dla dzieci",hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/laktatory,200,collection,Laktatory ręczne i kolektory mleka | MamaPack – mamapack,56,Laktatory ręczne i kolektory mleka dla mamy karmiącej. Wygodne wsparcie przy odciąganiu i przechowywaniu mleka.,111,https://mamapack.pl/collections/laktatory,,False,False,1,Kolekcja: Laktatory,Laktatory,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/majtki-poporodowe,200,collection,Majtki poporodowe jednorazowe i siateczkowe | MamaPack – mamapack,65,"Majtki poporodowe jednorazowe, siateczkowe i wielorazowe. Komfortowe mocowanie wkładek po porodzie.",99,https://mamapack.pl/collections/majtki-poporodowe,,False,False,1,Kolekcja: Majtki poporodowe,Majtki poporodowe,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/oslonki-laktacyjne,200,collection,Osłonki laktacyjne silikonowe | MamaPack – mamapack,51,Silikonowe osłonki laktacyjne do karmienia piersią. Pomoc przy bolesnych brodawkach i trudnościach z przystawieniem.,116,https://mamapack.pl/collections/oslonki-laktacyjne,,False,False,1,Kolekcja: Osłonki laktacyjne,Osłonki laktacyjne,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/pielegnacja-i-akcesoria-dla-mamy,200,collection,Pielęgnacja i akcesoria dla mamy | MamaPack – mamapack,54,"Kosmetyki, akcesoria i produkty papierowe dla mamy do szpitala, podróży oraz codziennej organizacji po porodzie.",112,https://mamapack.pl/collections/pielegnacja-i-akcesoria-dla-mamy,,False,False,1,Kolekcja: Pielęgnacja i akcesoria dla mamy,Pielęgnacja i akcesoria dla mamy,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/pielegnacja-piersi-lanolina,200,collection,Pielęgnacja piersi i lanolina po porodzie | MamaPack – mamapack,63,"Lanolina, kremy, kompresy i chusteczki do pielęgnacji piersi podczas karmienia. Wsparcie dla brodawek po porodzie.",114,https://mamapack.pl/collections/pielegnacja-piersi-lanolina,,False,False,1,Kolekcja: Pielęgnacja piersi i lanolina,Pielęgnacja piersi i lanolina,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/pieluszki-jednorazowe,200,collection,Pieluszki jednorazowe dla noworodka | MamaPack – mamapack,57,"Pieluszki jednorazowe dla noworodków i wcześniaków: rozmiary 0, 1, S i M. Wybierz pieluszki na pierwsze dni.",108,https://mamapack.pl/collections/pieluszki-jednorazowe,,False,False,1,Kolekcja: Pieluszki jednorazowe,Pieluszki jednorazowe,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/pieluszki-tkaninowe,200,collection,Pieluszki tkaninowe dla niemowląt | MamaPack – mamapack,55,"Pieluszki tetrowe, muślinowe, flanelowe i bambusowe. Miękkie pieluszki wielorazowe do pielęgnacji dziecka.",106,https://mamapack.pl/collections/pieluszki-tkaninowe,,False,False,1,Kolekcja: Pieluszki tkaninowe,Pieluszki tkaninowe,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/platki-i-patyczki-kosmetyczne,200,collection,Płatki i patyczki kosmetyczne dla niemowląt | MamaPack – mamapack,65,"Płatki bawełniane, patyczki higieniczne i waciki dla niemowląt. Delikatna pielęgnacja buzi, uszu i pępka.",105,https://mamapack.pl/collections/platki-i-patyczki-kosmetyczne,,False,False,1,Kolekcja: Płatki i patyczki kosmetyczne,Płatki i patyczki kosmetyczne,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/plyny-do-mycia-smoczkow-i-butelek,200,collection,Płyny do mycia smoczków i butelek | MamaPack – mamapack,55,"Delikatne płyny do mycia butelek, smoczków i akcesoriów dziecięcych. Higiena karmienia od pierwszych dni.",105,https://mamapack.pl/collections/plyny-do-mycia-smoczkow-i-butelek,,False,False,1,Kolekcja: Płyny do mycia smoczków i butelek,Płyny do mycia smoczków i butelek,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/podklady-higieniczne,200,collection,Podkłady higieniczne i do przewijania | MamaPack – mamapack,59,"Podkłady higieniczne jednorazowe dla mamy i dziecka. Ochrona łóżka, pościeli i przewijaka przed zabrudzeniami.",110,https://mamapack.pl/collections/podklady-higieniczne,,False,False,1,Kolekcja: Podkłady higieniczne,Podkłady higieniczne,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/podpaski-poporodowe,200,collection,Podpaski i podkłady poporodowe | MamaPack – mamapack,52,"Podpaski poporodowe, podkłady poporodowe i wkładki po porodzie. Wysoka chłonność na pierwsze dni połogu.",104,https://mamapack.pl/collections/podpaski-poporodowe,,False,False,1,Kolekcja: Podpaski poporodowe,Podpaski poporodowe,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/porod-i-polog,200,collection,Poród i połóg | MamaPack – mamapack,35,"Majtki poporodowe, podpaski poporodowe i podkłady higieniczne dla mamy na pierwsze dni po porodzie.",99,https://mamapack.pl/collections/porod-i-polog,,False,False,1,Kolekcja: Poród i połóg,Poród i połóg,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/produkty-papierowe,200,collection,Produkty papierowe i jednorazowe | MamaPack – mamapack,54,"Produkty papierowe do szpitala i domu: papier, chusteczki, jednorazowe ręczniki i nakładki na toaletę.",102,https://mamapack.pl/collections/produkty-papierowe,,False,False,1,Kolekcja: Produkty papierowe,Produkty papierowe,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/przechowywanie-pokarmu,200,collection,Przechowywanie pokarmu | MamaPack – mamapack,44,"Pojemniki, kolektory i akcesoria do przechowywania mleka mamy. Wygodne przygotowanie zapasu pokarmu.",100,https://mamapack.pl/collections/przechowywanie-pokarmu,,False,False,1,Kolekcja: Przechowywanie pokarmu,Przechowywanie pokarmu,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/puste-torby-i-organizery,200,collection,Puste torby do szpitala i organizery | MamaPack – mamapack,58,"Puste torby do szpitala, torby dla mamy, organizery i przezroczyste kosmetyczki do samodzielnego pakowania wyprawki.",116,https://mamapack.pl/collections/puste-torby-i-organizery,,False,False,1,Kolekcja: Puste torby i organizery,Puste torby i organizery,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/razem-taniej,200,collection,Razem taniej - zestawy promocyjne | MamaPack – mamapack,55,"Zestawy promocyjne MamaPack w lepszej cenie niż osobno. Sprawdź pakiety produktów do pielęgnacji, higieny i codziennych zakupów.",128,https://mamapack.pl/collections/razem-taniej,,False,False,1,Kolekcja: Razem taniej,Razem taniej,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/reczniki-do-kapieli,200,collection,Ręczniki do kąpieli dla niemowląt | MamaPack – mamapack,55,"Ręczniki kąpielowe i okrycia z kapturkiem dla niemowląt. Miękkie, chłonne tekstylia po kąpieli dziecka.",103,https://mamapack.pl/collections/reczniki-do-kapieli,,False,False,1,Kolekcja: Ręczniki do kąpieli,Ręczniki do kąpieli,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/rozki-i-kocyki-dla-niemowlat,200,collection,Rożki i kocyki dla niemowląt | MamaPack – mamapack,50,"Rożki niemowlęce, kocyki bambusowe i bawełniane. Miękkie otulenie dla dziecka od pierwszych dni.",96,https://mamapack.pl/collections/rozki-i-kocyki-dla-niemowlat,,False,False,1,Kolekcja: Rożki i kocyki dla niemowląt,Rożki i kocyki dla niemowląt,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/smoczki,200,collection,Smoczki uspokajające dla niemowląt | MamaPack – mamapack,56,Smoczki uspokajające silikonowe i symetryczne dla niemowląt. Wybierz smoczek dopasowany do wieku dziecka.,105,https://mamapack.pl/collections/smoczki,,False,False,1,Kolekcja: Smoczki,Smoczki,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/sol-fizjologiczna-aspiratory-do-nosa,200,collection,Sól fizjologiczna i aspiratory do nosa | MamaPack – mamapack,60,"Sól fizjologiczna, ampułki i aspiratory do nosa dla niemowląt. Delikatne oczyszczanie noska i okolic oczu.",106,https://mamapack.pl/collections/sol-fizjologiczna-aspiratory-do-nosa,,False,False,1,Kolekcja: Sól fizjologiczna i aspiratory do nosa,Sól fizjologiczna i aspiratory do nosa,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/szczotki-i-grzebienie-dla-niemowlat,200,collection,Szczotki i grzebienie dla niemowląt | MamaPack – mamapack,57,Miękkie szczotki i grzebienie dla niemowląt. Delikatna pielęgnacja włosów i skóry główki dziecka.,97,https://mamapack.pl/collections/szczotki-i-grzebienie-dla-niemowlat,,False,False,1,Kolekcja: Szczotki i grzebienie dla niemowląt,Szczotki i grzebienie dla niemowląt,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/szlafroki-dla-mamy,200,collection,Szlafroki dla mamy do szpitala | MamaPack – mamapack,52,"Szlafroki damskie do szpitala i po porodzie: bambusowe, muślinowe i wygodne modele Doctor Nap dla mamy.",103,https://mamapack.pl/collections/szlafroki-dla-mamy,,False,False,1,Kolekcja: Szlafroki dla mamy,Szlafroki dla mamy,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/termometry-dla-dzieci,200,collection,Termometry dla dzieci i niemowląt | MamaPack – mamapack,55,"Termometry elektroniczne i kąpielowe dla niemowląt. Kontrola temperatury dziecka, wody i codziennej pielęgnacji.",112,https://mamapack.pl/collections/termometry-dla-dzieci,,False,False,1,Kolekcja: Termometry dla dzieci,Termometry dla dzieci,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/wanienki-dla-dzieci,200,collection,Wanienki dla dzieci i niemowląt | MamaPack – mamapack,53,"Wanienki dla niemowląt, modele z odpływem, składane wanienki oraz akcesoria do kąpieli. Wybierz wygodną wanienkę dla dziecka.",125,https://mamapack.pl/collections/wanienki-dla-dzieci,,False,False,1,Kolekcja: Wanienki dla dzieci,Wanienki dla dzieci,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/wkladki-laktacyjne,200,collection,Wkładki laktacyjne jednorazowe | MamaPack – mamapack,52,"Wkładki laktacyjne jednorazowe, cienkie i chłonne. Ochrona bielizny oraz ubrań przed przeciekaniem mleka.",105,https://mamapack.pl/collections/wkladki-laktacyjne,,False,False,1,Kolekcja: Wkładki laktacyjne,Wkładki laktacyjne,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/zabawa-i-edukacja,200,collection,Zabawa i edukacja dla dziecka | MamaPack – mamapack,51,"Produkty do zabawy i edukacji dziecka, w tym maty piankowe. Wybierz akcesoria wspierające codzienną aktywność.",110,https://mamapack.pl/collections/zabawa-i-edukacja,,False,False,1,Kolekcja: Zabawa i edukacja,Zabawa i edukacja,hidden_collection_prefix_in_h1_text
https://mamapack.pl/collections/zele-mydla-szampony,200,collection,"Żele, mydła i szampony dla dzieci | MamaPack – mamapack",55,"Żele, mydła, płyny do kąpieli i szampony dla niemowląt. Delikatne kosmetyki do mycia ciała i włosów dziecka.",108,https://mamapack.pl/collections/zele-mydla-szampony,,False,False,1,"Kolekcja: Żele, mydła i szampony dla dzieci","Żele, mydła i szampony dla dzieci",hidden_collection_prefix_in_h1_text
https://mamapack.pl/llms-full.txt,200,machine_file,,0,,0,,,False,False,0,,,
https://mamapack.pl/llms.txt,200,machine_file,,0,,0,,,False,False,0,,,
https://mamapack.pl/pages/contact,200,page,Kontakt – mamapack,18,,0,https://mamapack.pl/pages/contact,,False,False,1,Kontakt,Kontakt,"short_title,missing_description"
https://mamapack.pl/pages/zlozsam,200,page,Złóż własną wyprawkę do szpitala dla mamy i noworodka | mamapack,64,"Skorzystaj z wygodnego kreatora i złóż własną wyprawkę do szpitala dla mamy i noworodka. Wybierz tylko to, czego naprawdę potrzebujesz.",135,https://mamapack.pl/pages/zlozsam,,False,False,1,Złóż własną wyprawkę do szpitala,Złóż własną wyprawkę do szpitala,
https://mamapack.pl/products/5903933668482-pieluszki-dada-extra-care-rozm-1-2-5-kg-26-szt,200,product,Dada Extra Care -Pieluszki - Rozm. 1 - - 26 szt – mamapack,58,Dada Extra Care -Pieluszki Jednorazowe- Rozm. 1 - (2-5 kg) - 26 szt. Pieluszki Dada Extra Care Seria: Extra Care Rozmiar 1 (2-5 kg) 1 opakowanie (26,148,https://mamapack.pl/products/5903933668482-pieluszki-dada-extra-care-rozm-1-2-5-kg-26-szt,,False,False,2,DADA Extra Care -PIELUSZKI JEDNORAZOWE- Rozm. 1 - (2-5 kg) - 26 szt. | Pieluszki Dada Extra Care,DADA Extra Care -PIELUSZKI JEDNORAZOWE- Rozm. 1 - (2-5 kg) - 26 szt. | Pieluszki Dada Extra Care,multiple_h1
