canonical,content_type,error,final_url,h1_count,h1_texts,h2_first,meta_description,meta_description_len,noindex,og_description,og_title,redirects,robots,status,title,title_len,type,url,word_count_approx
https://mamapack.pl/blogs/przydatne-artykuly/pierwsza-kapiel-noworodka,text/html; charset=utf-8,,https://mamapack.pl/blogs/przydatne-artykuly/pierwsza-kapiel-noworodka,1,Pierwsza kąpiel dziecka,,"Pierwsza kąpiel noworodka to nie tylko ważny proces higieniczny, ale także wspaniała okazja do wzmocnienia więzi między rodzicami a ich dzieckiem. Przygotowanie i przeprowadzenie pierwszej kąpieli może wywołać wiele emocji, dlatego ważne jest, aby znać podstawowe zasady, które pomogą uczynić ten proces przyjemnym i",316,False,"Pierwsza kąpiel noworodka to nie tylko ważny proces higieniczny, ale także wspaniała okazja do wzmocnienia więzi między rodzicami a ich dzieckiem. Przygotowanie i przeprowadzenie pierwszej kąpieli może wywołać wiele emocji, dlatego ważne jest, aby znać podstawowe zasady, które pomogą uczynić ten proces przyjemnym i",Pierwsza kąpiel dziecka,0,,200,Pierwsza kąpiel dziecka – mamapack,34,blogs,https://mamapack.pl/blogs/przydatne-artykuly/pierwsza-kapiel-noworodka,495
https://mamapack.pl/blogs/przydatne-artykuly/smoczek-korzysci-czy-szkody-smoczek-przyjaciel-czy-wrog,text/html; charset=utf-8,,https://mamapack.pl/blogs/przydatne-artykuly/smoczek-korzysci-czy-szkody-smoczek-przyjaciel-czy-wrog,1,Smoczek: korzyści czy szkody?,,"Podawanie dziecku smoczka to temat, który budzi wiele kontrowersji. Niektórzy młodzi rodzice chętnie używają smoczka, aby uspokoić dziecko, inni z obawy przed rozwojem wad zgryzu i uzależnieniem rezygnują z jego używania. Spróbujmy zważyć wszystkie za i przeciw używania smoczka. Aby dokładnie ocenić zalety i wady",314,False,"Podawanie dziecku smoczka to temat, który budzi wiele kontrowersji. Niektórzy młodzi rodzice chętnie używają smoczka, aby uspokoić dziecko, inni z obawy przed rozwojem wad zgryzu i uzależnieniem rezygnują z jego używania. Spróbujmy zważyć wszystkie za i przeciw używania smoczka. Aby dokładnie ocenić zalety i wady",Smoczek: korzyści czy szkody?,0,,200,Smoczek: korzyści czy szkody? – mamapack,40,blogs,https://mamapack.pl/blogs/przydatne-artykuly/smoczek-korzysci-czy-szkody-smoczek-przyjaciel-czy-wrog,714
https://mamapack.pl/collections/akcesoria-dla-mam,text/html; charset=utf-8,,https://mamapack.pl/collections/akcesoria-dla-mam,1,Kolekcja: Akcesoria dla mamy,Na co zwrócić uwagę? || Filtr: || Sortuj według:,"Teczki na dokumenty, gumki do włosów i małe butelki podróżne dla mamy do szpitala i codziennej organizacji.",107,False,"Teczki na dokumenty, gumki do włosów i małe butelki podróżne dla mamy do szpitala i codziennej organizacji.",Akcesoria dla mamy do szpitala | MamaPack,0,,200,Akcesoria dla mamy do szpitala | MamaPack – mamapack,52,collections,https://mamapack.pl/collections/akcesoria-dla-mam,516
https://mamapack.pl/collections/akcesoria-do-paznokci-dla-niemowlat,text/html; charset=utf-8,,https://mamapack.pl/collections/akcesoria-do-paznokci-dla-niemowlat,1,Kolekcja: Akcesoria do paznokci dla niemowląt,Na co zwrócić uwagę? || Filtr: || Sortuj według:,"Nożyczki, cążki i zestawy manicure dla niemowląt. Bezpieczne akcesoria do delikatnej pielęgnacji paznokci dziecka.",114,False,"Nożyczki, cążki i zestawy manicure dla niemowląt. Bezpieczne akcesoria do delikatnej pielęgnacji paznokci dziecka.",Akcesoria do paznokci dla niemowląt | MamaPack,0,,200,Akcesoria do paznokci dla niemowląt | MamaPack – mamapack,57,collections,https://mamapack.pl/collections/akcesoria-do-paznokci-dla-niemowlat,749
https://mamapack.pl/collections/biustonosze-do-karmienia,text/html; charset=utf-8,,https://mamapack.pl/collections/biustonosze-do-karmienia,1,Kolekcja: Biustonosze do karmienia,Na co zwrócić uwagę? || Filtr: || Sortuj według:,Biustonosze i topy do karmienia dla mamy. Wygodne podtrzymanie biustu i szybki dostęp podczas laktacji.,103,False,Biustonosze i topy do karmienia dla mamy. Wygodne podtrzymanie biustu i szybki dostęp podczas laktacji.,Biustonosze do karmienia | MamaPack,0,,200,Biustonosze do karmienia | MamaPack – mamapack,46,collections,https://mamapack.pl/collections/biustonosze-do-karmienia,503
https://mamapack.pl/collections/butelki-i-akcesoria-do-karmienia,text/html; charset=utf-8,,https://mamapack.pl/collections/butelki-i-akcesoria-do-karmienia,1,Kolekcja: Butelki i akcesoria do karmienia,Na co zwrócić uwagę? || Filtr: || Sortuj według:,"Butelki antykolkowe, smoczki do butelek i szczotki do czyszczenia. Wybierz akcesoria do karmienia niemowląt.",108,False,"Butelki antykolkowe, smoczki do butelek i szczotki do czyszczenia. Wybierz akcesoria do karmienia niemowląt.",Butelki i akcesoria do karmienia | MamaPack,0,,200,Butelki i akcesoria do karmienia | MamaPack – mamapack,54,collections,https://mamapack.pl/collections/butelki-i-akcesoria-do-karmienia,1032
https://mamapack.pl/collections/chusteczki-nawilzane-dla-niemowlat,text/html; charset=utf-8,,https://mamapack.pl/collections/chusteczki-nawilzane-dla-niemowlat,1,Kolekcja: Chusteczki nawilżane dla niemowląt,Na co zwrócić uwagę? || Filtr: || Sortuj według:,"Chusteczki wodne, pielęgnacyjne i bambusowe ręczniki dla niemowląt. Delikatne produkty do szybkiej higieny dziecka.",115,False,"Chusteczki wodne, pielęgnacyjne i bambusowe ręczniki dla niemowląt. Delikatne produkty do szybkiej higieny dziecka.",Chusteczki nawilżane dla niemowląt | MamaPack,0,,200,Chusteczki nawilżane dla niemowląt | MamaPack – mamapack,56,collections,https://mamapack.pl/collections/chusteczki-nawilzane-dla-niemowlat,778
https://mamapack.pl/collections/dla-dziecka,text/html; charset=utf-8,,https://mamapack.pl/collections/dla-dziecka,1,Kolekcja: Dla dziecka,Na co zwrócić uwagę? || Filtr: || Sortuj według:,"Produkty dla dziecka: higiena, kąpiel, pielęgnacja, karmienie i akcesoria dla noworodka od pierwszych dni.",106,False,"Produkty dla dziecka: higiena, kąpiel, pielęgnacja, karmienie i akcesoria dla noworodka od pierwszych dni.",Produkty dla dziecka i noworodka | MamaPack,0,,200,Produkty dla dziecka i noworodka | MamaPack – mamapack,54,collections,https://mamapack.pl/collections/dla-dziecka,990
https://mamapack.pl/collections/dla-mamy,text/html; charset=utf-8,,https://mamapack.pl/collections/dla-mamy,1,Kolekcja: Dla mamy,Na co zwrócić uwagę? || Filtr: || Sortuj według:,"Produkty dla mamy: higiena poporodowa, laktacja, odzież, kosmetyki i akcesoria przydatne w szpitalu oraz w domu.",112,False,"Produkty dla mamy: higiena poporodowa, laktacja, odzież, kosmetyki i akcesoria przydatne w szpitalu oraz w domu.",Produkty dla mamy do szpitala i po porodzie | MamaPack,0,,200,Produkty dla mamy do szpitala i po porodzie | MamaPack – mamapack,65,collections,https://mamapack.pl/collections/dla-mamy,970
https://mamapack.pl/collections/gotowe-torby-do-szpitala,text/html; charset=utf-8,,https://mamapack.pl/collections/gotowe-torby-do-szpitala,1,Kolekcja: Gotowe torby do szpitala,Na co zwrócić uwagę? || Filtr: || Sortuj według:,"Gotowe torby do szpitala dla mamy, noworodka lub mamy i dziecka. Wybierz wyprawkę podstawową, rozszerzoną albo premium.",119,False,"Gotowe torby do szpitala dla mamy, noworodka lub mamy i dziecka. Wybierz wyprawkę podstawową, rozszerzoną albo premium.",Gotowe torby do szpitala dla mamy i dziecka | MamaPack,0,,200,Gotowe torby do szpitala dla mamy i dziecka | MamaPack – mamapack,65,collections,https://mamapack.pl/collections/gotowe-torby-do-szpitala,908
https://mamapack.pl/collections/higiena-intymna-po-porodzie,text/html; charset=utf-8,,https://mamapack.pl/collections/higiena-intymna-po-porodzie,1,Kolekcja: Higiena intymna po porodzie,Na co zwrócić uwagę? || Filtr: || Sortuj według:,"Płyny, chusteczki, butelki peri i kompresy do higieny intymnej po porodzie. Delikatna pielęgnacja w połogu.",107,False,"Płyny, chusteczki, butelki peri i kompresy do higieny intymnej po porodzie. Delikatna pielęgnacja w połogu.",Higiena intymna po porodzie | MamaPack,0,,200,Higiena intymna po porodzie | MamaPack – mamapack,49,collections,https://mamapack.pl/collections/higiena-intymna-po-porodzie,698
https://mamapack.pl/collections/klapki-i-skarpetki-dla-mamy,text/html; charset=utf-8,,https://mamapack.pl/collections/klapki-i-skarpetki-dla-mamy,1,Kolekcja: Klapki i skarpetki dla mamy,Na co zwrócić uwagę? || Filtr: || Sortuj według:,Gumowe klapki pod prysznic i wygodne skarpetki dla mamy. Praktyczne dodatki do torby do szpitala.,97,False,Gumowe klapki pod prysznic i wygodne skarpetki dla mamy. Praktyczne dodatki do torby do szpitala.,Klapki i skarpetki dla mamy do szpitala | MamaPack,0,,200,Klapki i skarpetki dla mamy do szpitala | MamaPack – mamapack,61,collections,https://mamapack.pl/collections/klapki-i-skarpetki-dla-mamy,581
https://mamapack.pl/collections/kosmetyki-dla-mamy,text/html; charset=utf-8,,https://mamapack.pl/collections/kosmetyki-dla-mamy,1,Kolekcja: Kosmetyki dla mamy,Na co zwrócić uwagę? || Filtr: || Sortuj według:,"Kosmetyki dla mamy: szampony, odżywki, antyperspiranty, pomadki i kremy do pielęgnacji w czasie macierzyństwa.",110,False,"Kosmetyki dla mamy: szampony, odżywki, antyperspiranty, pomadki i kremy do pielęgnacji w czasie macierzyństwa.",Kosmetyki dla mamy | MamaPack,0,,200,Kosmetyki dla mamy | MamaPack – mamapack,40,collections,https://mamapack.pl/collections/kosmetyki-dla-mamy,624
https://mamapack.pl/collections/koszule-do-karmienia,text/html; charset=utf-8,,https://mamapack.pl/collections/koszule-do-karmienia,1,Kolekcja: Koszule do karmienia,Na co zwrócić uwagę? || Filtr: || Sortuj według:,"Wygodne koszule do karmienia i porodu Doctor Nap. Luźne fasony, miękkie materiały i praktyczny dostęp do piersi.",112,False,"Wygodne koszule do karmienia i porodu Doctor Nap. Luźne fasony, miękkie materiały i praktyczny dostęp do piersi.",Koszule do karmienia i porodu | MamaPack,0,,200,Koszule do karmienia i porodu | MamaPack – mamapack,51,collections,https://mamapack.pl/collections/koszule-do-karmienia,738
https://mamapack.pl/collections/kremy-i-pudry-pod-pieluche,text/html; charset=utf-8,,https://mamapack.pl/collections/kremy-i-pudry-pod-pieluche,1,Kolekcja: Kremy i pudry pod pieluchę,Na co zwrócić uwagę? || Filtr: || Sortuj według:,"Kremy, maści i pudry pod pieluchę dla niemowląt. Ochrona skóry przed wilgocią, otarciami i odparzeniami.",104,False,"Kremy, maści i pudry pod pieluchę dla niemowląt. Ochrona skóry przed wilgocią, otarciami i odparzeniami.",Kremy i pudry pod pieluchę | MamaPack,0,,200,Kremy i pudry pod pieluchę | MamaPack – mamapack,48,collections,https://mamapack.pl/collections/kremy-i-pudry-pod-pieluche,601
https://mamapack.pl/collections/kremy-mleczka-olejki-dla-dzieci,text/html; charset=utf-8,,https://mamapack.pl/collections/kremy-mleczka-olejki-dla-dzieci,1,"Kolekcja: Kremy, mleczka i olejki dla dzieci",Na co zwrócić uwagę? || Filtr: || Sortuj według:,"Kremy, balsamy, mleczka i oliwki dla niemowląt. Delikatna ochrona i nawilżanie skóry dziecka od pierwszych dni.",111,False,"Kremy, balsamy, mleczka i oliwki dla niemowląt. Delikatna ochrona i nawilżanie skóry dziecka od pierwszych dni.","Kremy, mleczka i olejki dla dzieci | MamaPack",0,,200,"Kremy, mleczka i olejki dla dzieci | MamaPack – mamapack",56,collections,https://mamapack.pl/collections/kremy-mleczka-olejki-dla-dzieci,724
https://mamapack.pl/collections/laktatory,text/html; charset=utf-8,,https://mamapack.pl/collections/laktatory,1,Kolekcja: Laktatory,Na co zwrócić uwagę? || Filtr: || Sortuj według:,Laktatory ręczne i kolektory mleka dla mamy karmiącej. Wygodne wsparcie przy odciąganiu i przechowywaniu mleka.,111,False,Laktatory ręczne i kolektory mleka dla mamy karmiącej. Wygodne wsparcie przy odciąganiu i przechowywaniu mleka.,Laktatory ręczne i kolektory mleka | MamaPack,0,,200,Laktatory ręczne i kolektory mleka | MamaPack – mamapack,56,collections,https://mamapack.pl/collections/laktatory,509
https://mamapack.pl/collections/majtki-poporodowe,text/html; charset=utf-8,,https://mamapack.pl/collections/majtki-poporodowe,1,Kolekcja: Majtki poporodowe,Na co zwrócić uwagę? || Filtr: || Sortuj według:,"Majtki poporodowe jednorazowe, siateczkowe i wielorazowe. Komfortowe mocowanie wkładek po porodzie.",99,False,"Majtki poporodowe jednorazowe, siateczkowe i wielorazowe. Komfortowe mocowanie wkładek po porodzie.",Majtki poporodowe jednorazowe i siateczkowe | MamaPack,0,,200,Majtki poporodowe jednorazowe i siateczkowe | MamaPack – mamapack,65,collections,https://mamapack.pl/collections/majtki-poporodowe,677
https://mamapack.pl/collections/oslonki-laktacyjne,text/html; charset=utf-8,,https://mamapack.pl/collections/oslonki-laktacyjne,1,Kolekcja: Osłonki laktacyjne,Na co zwrócić uwagę? || Filtr: || Sortuj według:,Silikonowe osłonki laktacyjne do karmienia piersią. Pomoc przy bolesnych brodawkach i trudnościach z przystawieniem.,116,False,Silikonowe osłonki laktacyjne do karmienia piersią. Pomoc przy bolesnych brodawkach i trudnościach z przystawieniem.,Osłonki laktacyjne silikonowe | MamaPack,0,,200,Osłonki laktacyjne silikonowe | MamaPack – mamapack,51,collections,https://mamapack.pl/collections/oslonki-laktacyjne,545
https://mamapack.pl/collections/pielegnacja-piersi-lanolina,text/html; charset=utf-8,,https://mamapack.pl/collections/pielegnacja-piersi-lanolina,1,Kolekcja: Pielęgnacja piersi i lanolina,Na co zwrócić uwagę? || Filtr: || Sortuj według:,"Lanolina, kremy, kompresy i chusteczki do pielęgnacji piersi podczas karmienia. Wsparcie dla brodawek po porodzie.",114,False,"Lanolina, kremy, kompresy i chusteczki do pielęgnacji piersi podczas karmienia. Wsparcie dla brodawek po porodzie.",Pielęgnacja piersi i lanolina po porodzie | MamaPack,0,,200,Pielęgnacja piersi i lanolina po porodzie | MamaPack – mamapack,63,collections,https://mamapack.pl/collections/pielegnacja-piersi-lanolina,668
https://mamapack.pl/collections/pieluszki-jednorazowe,text/html; charset=utf-8,,https://mamapack.pl/collections/pieluszki-jednorazowe,1,Kolekcja: Pieluszki jednorazowe,Na co zwrócić uwagę? || Filtr: || Sortuj według:,"Pieluszki jednorazowe dla noworodków i wcześniaków: rozmiary 0, 1, S i M. Wybierz pieluszki na pierwsze dni.",108,False,"Pieluszki jednorazowe dla noworodków i wcześniaków: rozmiary 0, 1, S i M. Wybierz pieluszki na pierwsze dni.",Pieluszki jednorazowe dla noworodka | MamaPack,0,,200,Pieluszki jednorazowe dla noworodka | MamaPack – mamapack,57,collections,https://mamapack.pl/collections/pieluszki-jednorazowe,701
https://mamapack.pl/collections/pieluszki-tkaninowe,text/html; charset=utf-8,,https://mamapack.pl/collections/pieluszki-tkaninowe,1,Kolekcja: Pieluszki tkaninowe,Na co zwrócić uwagę? || Filtr: || Sortuj według:,"Pieluszki tetrowe, muślinowe, flanelowe i bambusowe. Miękkie pieluszki wielorazowe do pielęgnacji dziecka.",106,False,"Pieluszki tetrowe, muślinowe, flanelowe i bambusowe. Miękkie pieluszki wielorazowe do pielęgnacji dziecka.",Pieluszki tkaninowe dla niemowląt | MamaPack,0,,200,Pieluszki tkaninowe dla niemowląt | MamaPack – mamapack,55,collections,https://mamapack.pl/collections/pieluszki-tkaninowe,960
https://mamapack.pl/collections/platki-i-patyczki-kosmetyczne,text/html; charset=utf-8,,https://mamapack.pl/collections/platki-i-patyczki-kosmetyczne,1,Kolekcja: Płatki i patyczki kosmetyczne,Na co zwrócić uwagę? || Filtr: || Sortuj według:,"Płatki bawełniane, patyczki higieniczne i waciki dla niemowląt. Delikatna pielęgnacja buzi, uszu i pępka.",105,False,"Płatki bawełniane, patyczki higieniczne i waciki dla niemowląt. Delikatna pielęgnacja buzi, uszu i pępka.",Płatki i patyczki kosmetyczne dla niemowląt | MamaPack,0,,200,Płatki i patyczki kosmetyczne dla niemowląt | MamaPack – mamapack,65,collections,https://mamapack.pl/collections/platki-i-patyczki-kosmetyczne,675
https://mamapack.pl/collections/plyny-do-mycia-smoczkow-i-butelek,text/html; charset=utf-8,,https://mamapack.pl/collections/plyny-do-mycia-smoczkow-i-butelek,1,Kolekcja: Płyny do mycia smoczków i butelek,Na co zwrócić uwagę? || Filtr: || Sortuj według:,"Delikatne płyny do mycia butelek, smoczków i akcesoriów dziecięcych. Higiena karmienia od pierwszych dni.",105,False,"Delikatne płyny do mycia butelek, smoczków i akcesoriów dziecięcych. Higiena karmienia od pierwszych dni.",Płyny do mycia smoczków i butelek | MamaPack,0,,200,Płyny do mycia smoczków i butelek | MamaPack – mamapack,55,collections,https://mamapack.pl/collections/plyny-do-mycia-smoczkow-i-butelek,468
